crop,soil_type,nitrogen_min,nitrogen_max,phosphorus_min,phosphorus_max,potassium_min,potassium_max,ph_min,ph_max,temp_min,temp_max,humidity_min,humidity_max,rain_min,rain_max,moisture_min,moisture_max,season
Gliricid(Sep),sandy_loam,10.0,20.0,20.0,30.0,10.0,20.0,5.5,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,long_term
Sesbania Ro.,clay,10.0,20.0,30.0,40.0,20.0,30.0,6.0,8.5,25.0,35.0,50.0,80.0,600.0,1200.0,50.0,80.0,kharif
Cassia Nigr.,sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,5.5,7.5,25.0,35.0,50.0,70.0,600.0,1200.0,40.0,60.0,long_term
Erythrina V.,loamy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,60.0,80.0,1000.0,2000.0,50.0,60.0,long_term
Albizia Leb.,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1200.0,30.0,40.0,long_term
Albizia Am.,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1200.0,30.0,40.0,long_term
Albizia Sa.,loamy,20.0,30.0,10.0,20.0,10.0,20.0,6.0,7.5,25.0,40.0,40.0,60.0,600.0,1200.0,30.0,40.0,long_term
Canna(Yell),sandy_loam,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Canna(Red),sandy_loam,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Canna(Orng),sandy_loam,60.0,80.0,40.0,60.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Maranta(Sml),loamy,40.0,60.0,30.0,40.0,50.0,60.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,kharif
Maranta(Lrg),loamy,40.0,60.0,30.0,40.0,50.0,60.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,kharif
Dioscorea(W),loamy,80.0,100.0,60.0,80.0,100.0,120.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Dioscorea(P),loamy,80.0,100.0,60.0,80.0,100.0,120.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Amorph(Gjnd),loamy,80.0,100.0,60.0,80.0,100.0,120.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Amorph(Snt),loamy,80.0,100.0,60.0,80.0,100.0,120.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Colocas(CO1),clay_loam,80.0,100.0,40.0,60.0,80.0,100.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,70.0,90.0,kharif
Colocas(Sat),clay_loam,80.0,100.0,40.0,60.0,80.0,100.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,70.0,90.0,kharif
Coleus(Nidhi),sandy,40.0,60.0,40.0,50.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,kharif
Coleus(Suh),sandy,40.0,60.0,40.0,50.0,60.0,80.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,kharif
Tapioca(Srk),sandy_loam,75.0,90.0,40.0,50.0,100.0,120.0,5.5,6.5,25.0,30.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
Tapioca(Srv),sandy_loam,75.0,90.0,40.0,50.0,100.0,120.0,5.5,6.5,25.0,30.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year_round
SwtPot(SrB),sandy_loam,60.0,80.0,40.0,60.0,80.0,100.0,5.5,6.5,21.0,27.0,60.0,70.0,700.0,1000.0,50.0,60.0,kharif
SwtPot(SrN),sandy_loam,60.0,80.0,40.0,60.0,80.0,100.0,5.5,6.5,21.0,27.0,60.0,70.0,700.0,1000.0,50.0,60.0,kharif
Arrowrt(Lcl),sandy_loam,40.0,50.0,30.0,40.0,60.0,80.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,kharif
Aloe(Barba),sandy,40.0,50.0,40.0,50.0,40.0,50.0,7.0,8.5,25.0,40.0,30.0,40.0,300.0,500.0,20.0,30.0,year_round
Aloe(Ferox),sandy,40.0,50.0,40.0,50.0,40.0,50.0,7.0,8.5,25.0,40.0,30.0,40.0,300.0,500.0,20.0,30.0,year_round
Vetiver(KS1),sandy,40.0,60.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,35.0,50.0,60.0,1000.0,1500.0,40.0,50.0,year_round
Vetiver(KS2),sandy,40.0,60.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,35.0,50.0,60.0,1000.0,1500.0,40.0,50.0,year_round
LemonGr(K1),red_laterite,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year_round
LemonGr(S1),red_laterite,100.0,120.0,40.0,50.0,40.0,50.0,5.5,7.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year_round
Citron(Mnd),sandy_loam,100.0,120.0,40.0,50.0,40.0,50.0,5.8,6.5,20.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year_round
Citron(Mjr),sandy_loam,100.0,120.0,40.0,50.0,40.0,50.0,5.8,6.5,20.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year_round
Palmar(Moti),loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,50.0,60.0,year_round
Palmar(Tna),loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,50.0,60.0,year_round
Patcho(Joh),loamy,100.0,120.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year_round
Patcho(Sam),loamy,100.0,120.0,40.0,50.0,40.0,50.0,5.5,6.5,25.0,30.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year_round
Mint(Jpn),loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,20.0,30.0,60.0,80.0,800.0,1000.0,60.0,70.0,year_round
Mint(Pip),loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,20.0,30.0,60.0,80.0,800.0,1000.0,60.0,70.0,year_round
Basil(Frn),sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,60.0,kharif
Basil(Swt),sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,60.0,kharif
Senna(ALFT),sandy,40.0,50.0,20.0,30.0,20.0,30.0,7.0,8.5,25.0,40.0,30.0,40.0,300.0,500.0,20.0,30.0,kharif
Senna(Sona),sandy,40.0,50.0,20.0,30.0,20.0,30.0,7.0,8.5,25.0,40.0,30.0,40.0,300.0,500.0,20.0,30.0,kharif
Periw(Dhw),sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,40.0,50.0,kharif
Periw(Nirm),sandy_loam,40.0,50.0,20.0,30.0,20.0,30.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,40.0,50.0,kharif
Coleus(KMN),sandy_loam,30.0,40.0,40.0,50.0,40.0,50.0,5.5,7.0,20.0,30.0,60.0,70.0,800.0,1200.0,50.0,60.0,kharif
Coleus(Man),sandy_loam,30.0,40.0,40.0,50.0,40.0,50.0,5.5,7.0,20.0,30.0,60.0,70.0,800.0,1200.0,50.0,60.0,kharif
Aswagan(W),sandy_loam,20.0,30.0,20.0,30.0,10.0,20.0,7.5,8.0,25.0,35.0,40.0,50.0,500.0,700.0,30.0,40.0,kharif
Aswagan(P),sandy_loam,20.0,30.0,20.0,30.0,10.0,20.0,7.5,8.0,25.0,35.0,40.0,50.0,500.0,700.0,30.0,40.0,kharif
SafedM(MC),sandy_loam,40.0,50.0,30.0,40.0,30.0,40.0,6.5,7.5,25.0,35.0,50.0,70.0,800.0,1200.0,40.0,60.0,kharif
SafedM(MD),sandy_loam,40.0,50.0,30.0,40.0,30.0,40.0,6.5,7.5,25.0,35.0,50.0,70.0,800.0,1200.0,40.0,60.0,kharif
Kalmegh(Lcl),red_laterite,20.0,30.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,kharif
Kalmegh(CIM),red_laterite,20.0,30.0,20.0,30.0,10.0,20.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,50.0,kharif
Gloriosa(Lcl),sandy_loam,40.0,60.0,30.0,40.0,40.0,60.0,6.0,7.0,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,60.0,kharif
Gloriosa(CIM),sandy_loam,40.0,60.0,30.0,40.0,40.0,60.0,6.0,7.0,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,60.0,kharif
Plumbago(W),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,60.0,year_round
Plumbago(R),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,60.0,year_round
Rauvolf(Lcl),loamy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,kharif
Rauvolf(RS1),loamy,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,kharif
Gymnema(Lcl),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,60.0,year_round
Gymnema(CIM),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,600.0,1000.0,40.0,60.0,year_round
Cissus(4Ang),sandy,20.0,30.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,40.0,40.0,50.0,300.0,600.0,20.0,30.0,year_round
Cissus(Flat),sandy,20.0,30.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,40.0,40.0,50.0,300.0,600.0,20.0,30.0,year_round
Hemides(Lcl),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,year_round
Hemides(CIM),sandy_loam,20.0,30.0,20.0,30.0,20.0,30.0,6.0,7.5,25.0,35.0,50.0,70.0,800.0,1500.0,40.0,50.0,year_round
Centella(Lcl),loamy,40.0,60.0,20.0,30.0,20.0,30.0,5.5,7.0,25.0,35.0,70.0,90.0,1000.0,2000.0,70.0,90.0,year_round
Centella(CIM),loamy,40.0,60.0,20.0,30.0,20.0,30.0,5.5,7.0,25.0,35.0,70.0,90.0,1000.0,2000.0,70.0,90.0,year_round
Paddy (Rice),clay,120.0,150.0,40.0,60.0,40.0,60.0,5.5,6.5,25.0,35.0,60.0,80.0,1000.0,1500.0,80.0,100.0,kharif___rabi
Sugarcane,clay_loam,250.0,300.0,75.0,100.0,100.0,150.0,6.5,7.5,27.0,38.0,70.0,85.0,1500.0,2500.0,60.0,70.0,annual
Cotton,black,80.0,120.0,40.0,60.0,40.0,60.0,5.8,8.0,21.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif
Groundnut,sandy_loam,15.0,25.0,40.0,60.0,60.0,80.0,6.0,6.5,25.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif___rabi
Maize (Corn),loamy,120.0,150.0,60.0,80.0,40.0,60.0,5.8,7.0,21.0,27.0,55.0,75.0,500.0,800.0,50.0,60.0,kharif___rabi
Sorghum,black,60.0,90.0,30.0,40.0,30.0,40.0,6.0,8.5,25.0,32.0,40.0,60.0,400.0,600.0,30.0,40.0,kharif___rabi
Tomato,loamy,100.0,150.0,60.0,80.0,80.0,100.0,6.0,7.0,21.0,28.0,60.0,70.0,600.0,800.0,50.0,60.0,year-round
Onion,sandy_loam,80.0,100.0,40.0,50.0,50.0,60.0,6.5,7.0,15.0,25.0,50.0,70.0,350.0,500.0,40.0,50.0,rabi
Brinjal,loamy,100.0,120.0,50.0,60.0,50.0,60.0,5.5,6.8,25.0,32.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif___rabi
Chilli,black,120.0,150.0,60.0,80.0,60.0,80.0,6.0,7.0,20.0,30.0,50.0,65.0,600.0,800.0,40.0,50.0,kharif___rabi
Turmeric,loamy,120.0,150.0,50.0,60.0,90.0,120.0,4.5,7.5,20.0,35.0,70.0,90.0,1500.0,2200.0,60.0,70.0,kharif
Banana,clay_loam,200.0,250.0,40.0,50.0,250.0,300.0,6.5,7.5,25.0,35.0,75.0,85.0,1500.0,2500.0,70.0,80.0,year-round
Mango,red_laterite,75.0,100.0,20.0,30.0,75.0,100.0,5.5,7.5,24.0,30.0,50.0,80.0,700.0,2500.0,40.0,50.0,summer
Black Gram,black,20.0,25.0,40.0,50.0,20.0,30.0,5.5,7.5,25.0,35.0,60.0,70.0,400.0,600.0,30.0,40.0,kharif___rabi
Tapioca,sandy_loam,75.0,90.0,40.0,50.0,100.0,120.0,5.5,6.5,25.0,30.0,60.0,80.0,1000.0,1500.0,50.0,60.0,year-round
Pearl Millet,sandy,40.0,60.0,20.0,30.0,20.0,30.0,6.5,8.0,25.0,35.0,40.0,50.0,400.0,600.0,30.0,40.0,kharif
Finger Millet,red_laterite,40.0,60.0,20.0,30.0,20.0,30.0,5.0,8.2,20.0,30.0,50.0,70.0,500.0,700.0,40.0,50.0,kharif___rabi
Foxtail Millet,sandy_loam,40.0,50.0,20.0,30.0,15.0,20.0,5.5,7.5,25.0,30.0,40.0,60.0,300.0,500.0,30.0,40.0,kharif
Kodo Millet,sandy_loam,20.0,40.0,15.0,20.0,15.0,20.0,5.5,7.0,25.0,30.0,40.0,50.0,400.0,500.0,30.0,40.0,kharif
Barnyard Millet,sandy_loam,30.0,40.0,15.0,20.0,15.0,20.0,5.5,7.5,20.0,25.0,50.0,60.0,400.0,600.0,35.0,45.0,kharif
Little Millet,sandy_loam,20.0,30.0,15.0,20.0,15.0,20.0,5.0,7.5,25.0,35.0,40.0,50.0,300.0,400.0,30.0,40.0,kharif
Wheat,clay_loam,100.0,120.0,40.0,60.0,40.0,60.0,6.0,7.0,15.0,25.0,40.0,60.0,500.0,700.0,40.0,50.0,rabi
Jute,clay_loam,60.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,24.0,35.0,70.0,90.0,1500.0,2000.0,70.0,80.0,kharif
Sunflower,black,60.0,80.0,40.0,60.0,40.0,60.0,6.5,8.0,20.0,30.0,50.0,60.0,500.0,700.0,40.0,50.0,kharif___rabi
Safflower,black,40.0,60.0,20.0,30.0,20.0,30.0,6.5,7.5,15.0,25.0,40.0,50.0,300.0,450.0,30.0,40.0,rabi
Sesame,sandy_loam,30.0,40.0,20.0,30.0,20.0,30.0,5.5,8.0,25.0,35.0,50.0,60.0,400.0,600.0,30.0,40.0,kharif___zaid
Castor,loamy,40.0,60.0,30.0,40.0,20.0,30.0,5.0,6.5,20.0,30.0,40.0,60.0,500.0,700.0,40.0,50.0,kharif
Linseed (Flax),clay_loam,40.0,50.0,20.0,30.0,20.0,30.0,5.0,7.0,15.0,25.0,40.0,50.0,450.0,600.0,35.0,45.0,rabi
Mustard,sandy_loam,60.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,15.0,25.0,40.0,60.0,300.0,450.0,30.0,40.0,rabi
Soybean,loamy,20.0,30.0,60.0,80.0,40.0,60.0,6.0,6.5,20.0,30.0,50.0,70.0,600.0,800.0,45.0,55.0,kharif
Red Gram,loamy,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.5,20.0,30.0,50.0,60.0,600.0,800.0,40.0,50.0,kharif
Green Gram,loamy,15.0,20.0,30.0,40.0,15.0,20.0,6.5,7.5,25.0,35.0,50.0,60.0,400.0,600.0,35.0,45.0,kharif___zaid
Bengal Gram,clay_loam,15.0,20.0,30.0,40.0,15.0,20.0,6.0,7.0,15.0,25.0,40.0,50.0,300.0,450.0,30.0,40.0,rabi
Cowpea,sandy_loam,15.0,20.0,30.0,40.0,15.0,20.0,5.5,6.5,20.0,30.0,50.0,60.0,400.0,600.0,40.0,50.0,kharif___zaid
Horse Gram,sandy_loam,10.0,15.0,20.0,30.0,10.0,15.0,5.0,7.5,25.0,30.0,40.0,50.0,300.0,400.0,30.0,40.0,kharif___rabi
Capsicum,sandy_loam,100.0,120.0,60.0,80.0,60.0,80.0,6.0,6.5,20.0,25.0,60.0,70.0,600.0,800.0,50.0,60.0,kharif___rabi
Garlic,sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,15.0,25.0,50.0,60.0,400.0,600.0,45.0,55.0,rabi
Bhendi (Okra),loamy,80.0,100.0,40.0,60.0,40.0,60.0,6.0,6.8,22.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif___zaid
Cabbage,clay_loam,120.0,150.0,60.0,80.0,60.0,80.0,6.0,6.5,15.0,20.0,60.0,80.0,400.0,600.0,55.0,65.0,rabi
Cauliflower,clay_loam,120.0,150.0,60.0,80.0,60.0,80.0,5.5,6.6,15.0,20.0,60.0,80.0,400.0,600.0,55.0,65.0,rabi
Radish,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,5.5,6.8,15.0,25.0,50.0,70.0,400.0,500.0,50.0,60.0,rabi
Carrot,sandy_loam,80.0,100.0,40.0,60.0,80.0,100.0,5.5,7.0,15.0,20.0,50.0,70.0,400.0,600.0,50.0,60.0,rabi
Beetroot,loamy,80.0,100.0,50.0,70.0,80.0,100.0,6.0,7.5,15.0,22.0,50.0,70.0,400.0,600.0,50.0,60.0,rabi
Turnip,loamy,60.0,80.0,40.0,50.0,40.0,50.0,5.5,6.8,10.0,15.0,60.0,70.0,300.0,500.0,50.0,60.0,rabi
Potato,sandy_loam,120.0,150.0,80.0,100.0,100.0,120.0,5.0,6.5,15.0,25.0,60.0,80.0,500.0,700.0,55.0,65.0,rabi
Sweet Potato,sandy_loam,60.0,80.0,40.0,60.0,80.0,100.0,5.5,6.5,21.0,27.0,60.0,70.0,700.0,1000.0,50.0,60.0,kharif
Yam (Elephant),loamy,80.0,100.0,60.0,80.0,100.0,120.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,60.0,70.0,kharif
Colocasia,clay_loam,80.0,100.0,40.0,60.0,80.0,100.0,5.5,7.0,25.0,30.0,70.0,80.0,1000.0,1500.0,70.0,80.0,kharif
Papaya,sandy_loam,200.0,250.0,200.0,250.0,200.0,250.0,6.0,6.5,25.0,30.0,60.0,70.0,1000.0,1500.0,50.0,60.0,year-round
Guava,loamy,100.0,150.0,50.0,100.0,100.0,150.0,4.5,8.2,20.0,30.0,50.0,70.0,1000.0,1500.0,40.0,50.0,year-round
Sapota,sandy_loam,150.0,200.0,50.0,100.0,100.0,150.0,6.0,8.0,25.0,35.0,50.0,70.0,1000.0,1500.0,40.0,50.0,year-round
Pomegranate,sandy_loam,100.0,150.0,50.0,75.0,50.0,75.0,6.5,8.0,25.0,35.0,40.0,50.0,500.0,800.0,30.0,40.0,year-round
Grapes,loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.5,7.5,15.0,40.0,40.0,60.0,500.0,900.0,40.0,50.0,summer
Sweet Orange,loamy,150.0,200.0,50.0,70.0,100.0,150.0,6.0,7.5,15.0,35.0,50.0,60.0,750.0,1000.0,40.0,50.0,winter
Lemon/Lime,loamy,150.0,200.0,50.0,70.0,100.0,150.0,5.5,7.0,20.0,30.0,50.0,60.0,700.0,1200.0,40.0,50.0,year-round
Pineapple,red_laterite,150.0,200.0,50.0,70.0,150.0,200.0,5.0,6.0,22.0,32.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Jackfruit,loamy,100.0,150.0,50.0,70.0,50.0,100.0,6.0,7.5,25.0,35.0,60.0,80.0,1500.0,2000.0,50.0,60.0,summer
Watermelon,sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,40.0,50.0,400.0,600.0,40.0,50.0,zaid___sum
Muskmelon,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,40.0,50.0,300.0,500.0,40.0,50.0,zaid___sum
Custard Apple,sandy,50.0,70.0,30.0,40.0,30.0,40.0,6.0,8.0,25.0,35.0,40.0,60.0,500.0,800.0,30.0,40.0,late_sum
Fig,clay_loam,80.0,100.0,40.0,50.0,60.0,80.0,6.0,7.0,25.0,35.0,40.0,50.0,500.0,700.0,40.0,50.0,summer
Amla,sandy_loam,50.0,70.0,30.0,40.0,40.0,50.0,6.5,8.0,25.0,35.0,40.0,50.0,600.0,800.0,30.0,40.0,winter
Bitter Gourd,sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif___zaid
Bottle Gourd,sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.5,7.5,25.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif___zaid
Ridge Gourd,loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.5,7.0,25.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif___zaid
Snake Gourd,sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.5,7.5,25.0,35.0,60.0,70.0,500.0,700.0,50.0,60.0,kharif___zaid
Pumpkin,sandy_loam,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,30.0,50.0,60.0,500.0,700.0,50.0,60.0,kharif___zaid
Ash Gourd,sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,50.0,60.0,500.0,700.0,50.0,60.0,kharif___zaid
Cucumber,sandy_loam,60.0,80.0,40.0,50.0,40.0,50.0,6.0,7.0,20.0,30.0,60.0,70.0,400.0,600.0,50.0,60.0,kharif___zaid
Spinach,loamy,80.0,100.0,40.0,60.0,40.0,60.0,6.0,7.0,15.0,20.0,60.0,80.0,400.0,500.0,60.0,70.0,rabi
Amaranthus,loamy,60.0,80.0,30.0,40.0,30.0,40.0,5.5,7.5,25.0,35.0,50.0,70.0,400.0,600.0,50.0,60.0,year-round
Fenugreek,clay_loam,20.0,30.0,40.0,50.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,300.0,400.0,40.0,50.0,rabi
Coriander,loamy,30.0,40.0,30.0,40.0,20.0,30.0,6.0,7.0,15.0,25.0,50.0,60.0,400.0,500.0,40.0,50.0,rabi
Mint,loamy,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,20.0,30.0,60.0,80.0,800.0,1000.0,60.0,70.0,year-round
Ginger,loamy,75.0,100.0,50.0,75.0,50.0,75.0,5.5,6.5,25.0,30.0,70.0,90.0,1500.0,2000.0,60.0,70.0,kharif
Black Pepper,red_laterite,100.0,120.0,40.0,50.0,120.0,140.0,5.5,6.5,20.0,30.0,70.0,90.0,2000.0,3000.0,70.0,80.0,year-round
Cardamom,peaty,75.0,100.0,75.0,100.0,150.0,200.0,5.0,6.5,15.0,25.0,75.0,90.0,1500.0,4000.0,70.0,80.0,year-round
Clove,clay_loam,200.0,250.0,200.0,250.0,400.0,500.0,5.5,7.0,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Nutmeg,clay_loam,200.0,250.0,100.0,150.0,200.0,250.0,6.0,7.0,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Cinnamon,red_laterite,200.0,250.0,100.0,150.0,100.0,150.0,5.0,6.5,20.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Cumin,sandy_loam,30.0,40.0,20.0,30.0,15.0,20.0,7.0,8.0,15.0,25.0,40.0,50.0,200.0,300.0,30.0,40.0,rabi
Fennel,loamy,60.0,80.0,40.0,50.0,40.0,50.0,6.5,8.0,15.0,25.0,40.0,50.0,300.0,500.0,30.0,40.0,rabi
Mustard (Spice),loamy,60.0,80.0,30.0,40.0,30.0,40.0,6.0,7.5,15.0,25.0,40.0,50.0,300.0,450.0,30.0,40.0,rabi
Curry Leaf,sandy_loam,80.0,100.0,40.0,50.0,40.0,50.0,6.0,7.0,25.0,35.0,50.0,60.0,800.0,1000.0,50.0,60.0,year-round
Tea,red_laterite,100.0,150.0,40.0,50.0,60.0,80.0,4.5,5.5,15.0,25.0,70.0,90.0,2000.0,3000.0,70.0,80.0,year-round
Coffee,red_laterite,100.0,120.0,75.0,90.0,100.0,120.0,5.5,6.5,15.0,25.0,70.0,80.0,1500.0,2000.0,60.0,70.0,year-round
Cocoa,clay_loam,100.0,120.0,40.0,50.0,100.0,120.0,6.0,7.0,25.0,30.0,80.0,90.0,1500.0,2000.0,70.0,80.0,year-round
Rubber,red_laterite,30.0,40.0,30.0,40.0,30.0,40.0,4.5,6.0,25.0,35.0,75.0,85.0,2000.0,3000.0,70.0,80.0,year-round
Coconut,sandy,500.0,600.0,300.0,400.0,1000.0,1200.0,5.2,8.0,25.0,30.0,70.0,80.0,1500.0,2500.0,60.0,70.0,year-round
Arecanut,red_laterite,100.0,150.0,40.0,60.0,100.0,150.0,5.5,7.0,20.0,30.0,70.0,80.0,2000.0,3000.0,60.0,70.0,year-round
Oil Palm,loamy,800.0,1000.0,400.0,500.0,1000.0,1200.0,5.5,7.0,25.0,35.0,75.0,85.0,2000.0,3000.0,70.0,80.0,year-round
Cashew,red_laterite,250.0,500.0,125.0,250.0,125.0,250.0,5.0,6.5,25.0,35.0,60.0,70.0,1000.0,2000.0,40.0,50.0,year-round
Jasmine,sandy_loam,100.0,120.0,100.0,120.0,100.0,120.0,6.0,7.0,25.0,35.0,60.0,70.0,800.0,1000.0,50.0,60.0,year-round
Marigold,sandy_loam,80.0,100.0,80.0,100.0,80.0,100.0,6.5,7.5,15.0,30.0,50.0,60.0,500.0,700.0,40.0,50.0,year-round
Rose,loamy,150.0,200.0,100.0,150.0,150.0,200.0,6.0,7.0,15.0,28.0,50.0,60.0,600.0,800.0,50.0,60.0,year-round
Chrysanthemum,sandy_loam,100.0,150.0,100.0,150.0,100.0,150.0,6.0,7.0,15.0,25.0,50.0,60.0,500.0,700.0,50.0,60.0,winter
Tuberose,loamy,100.0,150.0,80.0,100.0,80.0,100.0,6.5,7.5,20.0,30.0,60.0,70.0,600.0,800.0,50.0,60.0,sum_rainy
Crossandra,sandy_loam,60.0,80.0,40.0,60.0,40.0,60.0,6.0,7.0,25.0,35.0,50.0,60.0,600.0,800.0,40.0,50.0,year-round
Aloe Vera,sandy,40.0,50.0,40.0,50.0,40.0,50.0,7.0,8.5,25.0,40.0,30.0,40.0,300.0,500.0,20.0,30.0,year-round
Ashwagandha,sandy_loam,20.0,30.0,20.0,30.0,10.0,20.0,7.5,8.0,25.0,35.0,40.0,50.0,500.0,700.0,30.0,40.0,kharif
Tulsi,sandy_loam,100.0,120.0,50.0,60.0,50.0,60.0,6.0,7.5,25.0,35.0,60.0,70.0,700.0,1000.0,50.0,60.0,kharif
